action,run_number,dcoord,menu_action
98,0,"(0, 2)",False
108,0,"(0, 2)",False
104,0,"(0, 2)",False
108,0,"(0, 2)",False
115,0,"(0, 2)",False
107,0,"(0, 2)",False
107,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
107,0,"(0, 2)",False
106,0,"(0, 2)",False
107,0,"(0, 2)",False
107,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
121,0,"(0, 2)",False
95,0,"(0, 2)",False
62,0,"(0, 2)",True
46,0,"(0, 2)",True
121,0,"(0, 2)",False
121,0,"(0, 2)",False
98,0,"(0, 2)",False
98,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
117,0,"(0, 2)",False
117,0,"(0, 2)",False
62,0,"(0, 2)",False
32,0,"(0, 2)",True
106,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
121,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
107,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
44,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
110,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
117,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
98,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
95,0,"(0, 3)",False
121,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
46,0,"(0, 3)",True
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
32,0,"(0, 3)",True
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
4,0,"(0, 3)",False
104,0,"(0, 3)",True
104,0,"(0, 3)",False
4,0,"(0, 3)",False
104,0,"(0, 3)",True
104,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
44,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
121,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
98,0,"(0, 3)",False
121,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
95,0,"(0, 3)",False
98,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
46,0,"(0, 3)",True
104,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
98,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
98,0,"(0, 3)",False
108,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
121,0,"(0, 3)",False
117,0,"(0, 3)",False
95,0,"(0, 3)",False
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
46,0,"(0, 3)",True
110,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
121,0,"(0, 3)",False
110,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
115,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
110,0,"(0, 3)",False
110,0,"(0, 3)",False
107,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
115,0,"(0, 3)",False
117,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
98,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
121,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
110,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
98,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
110,0,"(0, 3)",False
98,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
95,0,"(0, 3)",False
110,0,"(0, 3)",True
110,0,"(0, 3)",True
110,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
46,0,"(0, 3)",True
108,0,"(0, 3)",False
108,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
108,0,"(0, 3)",False
108,0,"(0, 3)",False
101,0,"(0, 3)",False
101,0,"(0, 3)",False
101,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
44,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
121,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
117,0,"(0, 3)",False
117,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
110,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
240,0,"(0, 3)",False
121,0,"(0, 3)",True
32,0,"(0, 3)",True
32,0,"(0, 3)",True
107,0,"(0, 3)",False
101,0,"(0, 3)",False
121,0,"(0, 3)",True
98,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
108,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
98,0,"(0, 3)",False
117,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
95,0,"(0, 3)",False
121,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
104,0,"(0, 3)",True
46,0,"(0, 3)",True
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
117,0,"(0, 3)",False
98,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
32,0,"(0, 3)",True
44,0,"(0, 3)",False
13,0,"(0, 3)",True
101,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
121,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
107,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
117,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
101,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
